,age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
3473,49,admin.,married,secondary,no,0,no,no,cellular,1,1460,1,-1,0,unknown,yes
3272,42,unemployed,single,secondary,no,714,no,no,cellular,31,145,4,-1,0,unknown,no
1426,33,self-employed,married,tertiary,no,-103,yes,no,cellular,19,149,2,175,1,failure,no
2567,45,admin.,single,secondary,no,-342,no,yes,unknown,30,158,1,-1,0,unknown,no
2983,38,technician,married,secondary,no,497,no,no,unknown,14,173,1,-1,0,unknown,yes
1381,39,management,divorced,tertiary,no,1555,yes,no,cellular,25,796,1,-1,0,unknown,no
3876,30,admin.,married,tertiary,no,-750,no,no,cellular,15,208,3,-1,0,unknown,no
2973,50,management,married,unknown,no,8345,no,no,cellular,27,194,1,261,1,failure,yes
1365,46,blue-collar,married,primary,no,537,no,no,unknown,26,222,5,-1,0,unknown,no
3109,37,blue-collar,married,secondary,no,-141,yes,yes,unknown,29,76,3,-1,0,unknown,no
3159,43,retired,divorced,primary,no,5805,no,no,cellular,13,111,5,-1,0,unknown,no
3845,46,management,married,tertiary,no,460,no,no,cellular,28,56,1,-1,0,unknown,no
3822,33,technician,single,tertiary,no,213,no,no,cellular,21,152,2,-1,0,unknown,no
3369,37,management,single,tertiary,no,23867,no,no,unknown,20,188,3,-1,0,unknown,no
332,40,unemployed,married,secondary,no,1289,no,no,cellular,26,260,2,-1,0,unknown,no
1427,20,student,single,secondary,no,53,no,no,cellular,11,203,1,-1,0,unknown,no
3715,30,management,single,tertiary,no,1692,yes,no,cellular,15,251,1,-1,0,unknown,no
2023,34,self-employed,single,tertiary,no,1272,yes,no,cellular,14,202,1,-1,0,unknown,no
903,33,services,married,secondary,no,4789,yes,yes,cellular,11,220,1,339,4,failure,no
1892,52,management,married,secondary,no,428,yes,no,unknown,30,153,1,-1,0,unknown,no
191,51,retired,married,primary,no,2525,no,no,unknown,11,184,2,-1,0,unknown,no
1324,56,retired,married,secondary,no,3738,yes,no,cellular,17,156,1,305,6,other,yes
282,55,retired,married,secondary,no,708,yes,no,unknown,13,901,2,-1,0,unknown,no
2988,40,technician,married,secondary,no,-396,yes,no,unknown,26,127,1,-1,0,unknown,no
1346,32,blue-collar,married,secondary,no,-39,yes,no,cellular,18,104,2,-1,0,unknown,no
2288,39,management,married,tertiary,no,305,yes,no,unknown,7,275,6,-1,0,unknown,no
1555,44,blue-collar,married,primary,no,1485,yes,no,unknown,16,428,1,-1,0,unknown,no
2480,44,self-employed,divorced,secondary,no,8,no,no,cellular,26,423,4,-1,0,unknown,yes
883,54,admin.,married,unknown,no,1044,yes,no,cellular,29,597,5,-1,0,unknown,no
174,42,management,divorced,secondary,no,284,no,no,cellular,25,1173,4,-1,0,unknown,no
3259,39,blue-collar,married,secondary,no,661,yes,no,unknown,12,162,4,-1,0,unknown,no
1094,34,admin.,single,secondary,no,0,yes,no,cellular,17,214,1,174,2,failure,no
2359,36,self-employed,married,tertiary,no,1234,no,no,cellular,7,106,1,-1,0,unknown,no
3763,56,housemaid,divorced,primary,yes,1238,no,no,unknown,5,1558,1,-1,0,unknown,yes
1088,37,admin.,single,secondary,no,262,no,no,cellular,7,305,1,179,5,other,no
1960,52,technician,married,secondary,no,337,yes,no,cellular,8,247,1,261,4,failure,no
726,40,technician,divorced,secondary,no,-163,yes,no,cellular,8,290,1,-1,0,unknown,no
2505,46,admin.,single,secondary,no,1070,yes,no,cellular,6,194,2,-1,0,unknown,no
2902,48,entrepreneur,married,tertiary,no,269,yes,no,unknown,19,149,1,-1,0,unknown,no
1307,44,services,married,secondary,no,5781,yes,yes,cellular,15,195,1,-1,0,unknown,no
2773,33,blue-collar,divorced,secondary,no,474,no,no,cellular,22,400,2,-1,0,unknown,no
2150,42,blue-collar,married,secondary,no,2441,yes,no,unknown,30,143,1,-1,0,unknown,no
107,37,blue-collar,married,secondary,no,3420,yes,no,cellular,12,77,1,301,2,failure,no
2691,47,blue-collar,married,secondary,no,39,yes,no,unknown,15,160,1,-1,0,unknown,no
3264,26,management,single,tertiary,no,948,yes,no,cellular,17,125,1,-1,0,unknown,no
1300,28,student,single,secondary,no,305,no,no,cellular,7,625,1,-1,0,unknown,no
3415,81,retired,divorced,tertiary,no,0,no,no,cellular,14,357,1,-1,0,unknown,no
1637,47,blue-collar,married,secondary,no,1568,yes,no,cellular,21,226,3,91,8,success,yes
3233,48,entrepreneur,married,secondary,no,104,yes,yes,cellular,18,55,1,-1,0,unknown,no
212,33,management,single,secondary,yes,-174,yes,no,unknown,15,156,5,-1,0,unknown,no
2683,58,technician,married,secondary,no,1,no,no,cellular,2,333,1,64,2,failure,no
859,31,blue-collar,single,secondary,no,1291,yes,no,cellular,18,72,1,-1,0,unknown,no
371,39,management,single,tertiary,no,122,yes,no,cellular,5,787,1,-1,0,unknown,no
2391,28,admin.,single,secondary,no,-170,no,yes,cellular,10,720,2,-1,0,unknown,yes
3431,50,technician,married,secondary,no,805,no,no,cellular,5,148,1,-1,0,unknown,no
2109,32,admin.,single,secondary,no,103,yes,no,cellular,17,158,1,337,1,other,no
1977,28,student,single,tertiary,no,1096,no,no,cellular,28,81,2,-1,0,unknown,no
2268,44,management,divorced,tertiary,yes,-26,no,no,cellular,22,92,4,-1,0,unknown,no
880,33,management,single,tertiary,no,2667,yes,no,cellular,18,57,1,180,3,failure,no
2356,54,management,married,tertiary,no,12,no,no,telephone,31,77,4,-1,0,unknown,no
1215,59,retired,divorced,primary,no,-138,yes,yes,unknown,8,89,4,-1,0,unknown,no
1173,27,student,single,secondary,no,6036,no,no,cellular,31,175,1,181,1,failure,yes
2328,23,blue-collar,single,primary,no,145,yes,no,unknown,4,1519,1,-1,0,unknown,no
255,33,technician,married,tertiary,no,8023,no,no,cellular,30,107,1,105,3,failure,no
3521,34,technician,married,secondary,no,1026,no,no,cellular,12,319,1,100,6,failure,no
1849,30,management,single,tertiary,no,18,no,no,unknown,20,121,11,-1,0,unknown,no
221,83,retired,married,unknown,no,4216,no,no,cellular,12,92,1,-1,0,unknown,no
1050,32,technician,married,tertiary,no,1868,no,no,cellular,27,186,16,-1,0,unknown,no
1957,47,blue-collar,married,secondary,no,292,no,no,cellular,10,277,1,-1,0,unknown,yes
573,58,technician,married,secondary,no,201,no,no,cellular,10,82,5,-1,0,unknown,no
3374,34,services,married,secondary,no,586,yes,yes,unknown,8,224,2,-1,0,unknown,no
2944,43,blue-collar,married,primary,no,-98,yes,yes,cellular,12,112,2,330,3,other,no
1411,47,blue-collar,divorced,primary,no,603,yes,yes,cellular,8,1080,1,-1,0,unknown,yes
2642,56,management,divorced,tertiary,no,3287,no,no,cellular,27,497,1,-1,0,unknown,yes
1600,45,blue-collar,married,primary,no,-485,yes,no,cellular,7,122,2,-1,0,unknown,no
274,33,self-employed,single,secondary,no,136,yes,no,cellular,18,30,2,336,13,other,no
1340,48,blue-collar,married,secondary,no,1903,no,no,cellular,29,21,6,-1,0,unknown,no
1752,45,technician,married,primary,no,3388,no,no,unknown,19,36,7,-1,0,unknown,no
421,32,management,divorced,tertiary,no,883,yes,no,cellular,10,798,1,185,5,other,yes
3054,28,self-employed,single,secondary,no,-395,yes,no,unknown,30,141,4,-1,0,unknown,no
912,35,admin.,single,secondary,no,1070,no,no,cellular,20,251,2,-1,0,unknown,no
3524,40,blue-collar,married,primary,no,-616,yes,no,unknown,17,370,2,-1,0,unknown,no
2101,34,admin.,single,unknown,no,2434,yes,no,unknown,6,218,4,-1,0,unknown,no
2895,23,student,single,secondary,no,431,no,no,cellular,13,496,2,-1,0,unknown,yes
3544,32,services,married,secondary,no,99,yes,no,cellular,13,152,3,-1,0,unknown,no
2969,39,technician,married,tertiary,no,4373,yes,no,cellular,13,78,6,-1,0,unknown,no
628,37,management,married,secondary,no,2442,no,no,cellular,4,97,1,-1,0,unknown,no
3748,39,blue-collar,married,secondary,no,1439,yes,no,telephone,28,73,6,-1,0,unknown,no
1960,36,blue-collar,divorced,primary,no,3202,yes,no,cellular,20,690,3,183,2,failure,no
3594,32,management,single,tertiary,no,574,yes,no,cellular,20,171,1,127,2,failure,no
2229,36,technician,married,secondary,no,283,yes,yes,unknown,27,56,2,-1,0,unknown,no
2765,28,admin.,single,tertiary,no,832,no,no,telephone,29,433,3,342,1,failure,yes
1519,27,admin.,single,secondary,no,662,yes,no,unknown,9,544,1,-1,0,unknown,no
716,32,blue-collar,divorced,secondary,no,3027,no,no,cellular,5,171,2,-1,0,unknown,no
2728,26,blue-collar,married,secondary,no,986,yes,no,unknown,5,209,3,-1,0,unknown,no
3772,43,management,married,tertiary,no,430,no,no,cellular,17,44,2,-1,0,unknown,no
721,31,management,single,tertiary,no,35,no,no,cellular,28,27,16,-1,0,unknown,no
1238,35,management,single,tertiary,no,478,yes,no,cellular,14,107,1,265,2,failure,no
3699,50,technician,divorced,secondary,no,0,no,no,cellular,29,159,1,120,2,failure,yes
1172,54,technician,single,unknown,no,447,yes,no,unknown,5,742,2,-1,0,unknown,no
1500,52,technician,married,secondary,no,-38,no,no,unknown,6,613,1,-1,0,unknown,no
2657,58,retired,divorced,tertiary,no,2086,yes,no,cellular,29,194,2,-1,0,unknown,no
1770,31,technician,divorced,secondary,no,24,no,yes,cellular,27,352,2,-1,0,unknown,no
2767,37,admin.,married,tertiary,no,3913,yes,no,cellular,16,57,2,80,1,success,no
3655,42,technician,married,secondary,no,3501,no,no,cellular,28,23,22,-1,0,unknown,no
916,46,entrepreneur,married,secondary,no,294,yes,no,cellular,29,444,1,196,1,failure,no
391,32,entrepreneur,married,tertiary,no,0,no,no,cellular,19,167,2,-1,0,unknown,no
1849,31,blue-collar,married,secondary,no,92,yes,no,unknown,16,688,1,-1,0,unknown,yes
3365,26,self-employed,single,tertiary,no,560,no,no,telephone,26,122,2,-1,0,unknown,no
2194,59,unknown,married,unknown,no,1500,no,no,cellular,4,248,1,182,1,other,no
2796,29,self-employed,single,secondary,no,3672,yes,yes,unknown,28,1210,1,-1,0,unknown,no
1777,32,admin.,single,secondary,no,708,no,no,unknown,9,109,1,-1,0,unknown,no
2146,53,retired,married,primary,no,828,yes,no,unknown,19,232,1,-1,0,unknown,no
2366,62,retired,married,primary,no,1742,no,no,cellular,14,167,2,98,6,other,yes
851,27,management,single,tertiary,no,616,yes,no,cellular,22,685,1,101,1,other,yes
2794,41,services,married,primary,no,4903,yes,no,cellular,19,223,2,-1,0,unknown,no
671,44,technician,married,secondary,yes,16486,yes,yes,cellular,19,275,3,-1,0,unknown,no
3101,50,entrepreneur,married,tertiary,no,2410,no,no,cellular,21,65,1,-1,0,unknown,no
3078,41,unknown,single,primary,no,2398,yes,no,unknown,8,287,2,-1,0,unknown,no
888,52,housemaid,married,secondary,no,234,no,no,cellular,20,208,1,-1,0,unknown,no
1959,57,retired,married,secondary,no,374,yes,yes,cellular,16,236,1,-1,0,unknown,no
3709,47,management,married,tertiary,no,393,yes,yes,cellular,21,419,2,-1,0,unknown,no
2108,61,management,married,tertiary,no,477,yes,no,cellular,29,377,1,520,1,other,yes
1151,18,student,single,unknown,no,108,no,no,cellular,10,167,1,-1,0,unknown,yes
2263,76,management,married,unknown,no,1780,yes,no,telephone,23,413,3,-1,0,unknown,yes
1674,43,blue-collar,married,primary,yes,-635,yes,no,unknown,20,37,9,-1,0,unknown,no
694,50,blue-collar,married,primary,no,12519,yes,no,cellular,21,615,3,34,1,failure,yes
3219,36,management,married,tertiary,no,1133,yes,no,cellular,4,293,1,181,2,other,yes
3887,33,blue-collar,single,tertiary,no,700,no,no,cellular,9,126,1,88,1,success,yes
2716,50,services,divorced,secondary,no,0,yes,no,cellular,11,170,2,-1,0,unknown,no
895,28,technician,married,secondary,no,487,yes,no,unknown,13,176,4,-1,0,unknown,no
3557,36,technician,married,unknown,no,88,yes,yes,unknown,4,124,2,-1,0,unknown,no
863,54,management,divorced,tertiary,no,0,no,no,cellular,28,276,6,-1,0,unknown,no
2051,36,admin.,divorced,secondary,no,-611,yes,no,unknown,27,222,1,-1,0,unknown,no
3812,56,housemaid,married,primary,no,2666,yes,yes,cellular,29,94,2,-1,0,unknown,no
2500,37,management,single,tertiary,yes,-25,no,no,unknown,17,136,2,-1,0,unknown,no
1047,47,services,married,secondary,no,-835,yes,yes,unknown,25,231,1,-1,0,unknown,no
3222,48,technician,single,secondary,no,479,no,no,unknown,20,148,5,-1,0,unknown,no
1773,37,services,single,secondary,no,934,yes,no,unknown,16,242,3,-1,0,unknown,no
1220,31,blue-collar,single,secondary,no,1207,yes,no,cellular,17,163,2,-1,0,unknown,no
3966,46,admin.,single,secondary,no,849,yes,no,unknown,5,508,2,-1,0,unknown,yes
2310,32,technician,married,tertiary,no,0,yes,no,cellular,2,149,1,-1,0,unknown,no
2426,34,admin.,married,primary,no,239,yes,no,unknown,2,107,2,-1,0,unknown,no
3091,57,management,divorced,tertiary,no,6468,yes,no,cellular,4,730,1,157,4,failure,yes
188,59,entrepreneur,married,secondary,no,496,no,no,cellular,22,738,3,183,1,success,yes
1358,59,admin.,divorced,secondary,no,636,no,no,cellular,12,91,4,-1,0,unknown,no
431,37,admin.,married,secondary,no,756,yes,no,cellular,20,207,2,-1,0,unknown,no
2424,31,technician,divorced,tertiary,no,0,no,no,cellular,27,581,6,-1,0,unknown,yes
2784,36,blue-collar,married,primary,no,106,yes,no,cellular,18,31,6,-1,0,unknown,no
2523,47,services,married,secondary,no,2597,yes,no,unknown,16,323,1,-1,0,unknown,no
2805,38,technician,single,secondary,no,173,no,no,cellular,29,150,4,-1,0,unknown,no
160,38,blue-collar,single,secondary,no,397,yes,no,cellular,17,282,1,-1,0,unknown,no
3120,41,technician,single,secondary,no,28,no,no,unknown,16,51,1,-1,0,unknown,no
3608,61,housemaid,married,primary,no,211,no,no,cellular,31,443,2,186,3,failure,yes
3310,53,retired,divorced,primary,no,-24,no,yes,cellular,14,319,3,-1,0,unknown,no
3493,38,management,married,tertiary,yes,327,yes,yes,cellular,9,556,5,-1,0,unknown,yes
2772,58,management,married,tertiary,no,211,no,no,unknown,7,103,2,-1,0,unknown,no
3005,34,management,married,tertiary,no,589,no,no,cellular,19,125,2,-1,0,unknown,yes
904,59,retired,divorced,secondary,no,208,no,yes,cellular,28,503,2,-1,0,unknown,no
3485,49,admin.,married,secondary,no,0,no,no,cellular,22,115,2,-1,0,unknown,no
3105,72,admin.,married,primary,no,2321,no,no,cellular,12,200,6,122,6,other,no
1242,24,blue-collar,single,primary,no,145,yes,no,cellular,15,520,1,345,1,failure,no
2078,37,services,married,secondary,no,144,yes,no,cellular,20,724,2,-1,0,unknown,no
3067,22,housemaid,single,secondary,no,650,yes,no,unknown,12,181,4,-1,0,unknown,no
147,49,management,married,tertiary,no,3237,yes,no,unknown,5,232,3,-1,0,unknown,no
1873,55,management,married,tertiary,no,2,no,yes,cellular,31,126,2,-1,0,unknown,no
3705,37,blue-collar,married,secondary,no,2848,yes,no,cellular,16,280,2,147,3,failure,no
286,45,blue-collar,married,secondary,no,1144,yes,no,unknown,22,676,1,-1,0,unknown,yes
29,31,admin.,single,secondary,no,-182,yes,no,cellular,7,181,2,-1,0,unknown,no
3322,60,retired,married,secondary,no,-240,no,no,cellular,11,152,6,-1,0,unknown,no
1034,55,retired,married,primary,no,4459,no,no,cellular,15,85,8,-1,0,unknown,no
2230,24,technician,married,secondary,no,556,yes,no,cellular,18,460,2,-1,0,unknown,yes
2315,50,admin.,married,secondary,no,706,yes,no,cellular,6,1250,4,-1,0,unknown,yes
1114,55,technician,single,secondary,no,2043,yes,no,cellular,18,655,1,-1,0,unknown,no
2919,34,unemployed,married,secondary,no,978,no,no,cellular,24,132,1,-1,0,unknown,yes
3059,54,unemployed,married,tertiary,no,1180,no,no,cellular,19,394,2,-1,0,unknown,no
497,36,management,married,tertiary,no,853,yes,yes,cellular,2,408,1,-1,0,unknown,no
2205,51,management,married,tertiary,no,346,no,no,cellular,11,237,1,180,6,success,yes
3658,31,entrepreneur,single,secondary,no,159,yes,no,cellular,21,66,1,182,1,failure,no
340,29,blue-collar,married,secondary,no,-493,yes,no,cellular,18,536,2,334,4,failure,yes
3798,38,admin.,married,secondary,no,1073,yes,no,unknown,21,207,2,-1,0,unknown,no
2731,40,self-employed,married,tertiary,no,2977,yes,no,cellular,17,1018,1,-1,0,unknown,no
2922,55,entrepreneur,divorced,tertiary,no,1730,no,no,cellular,22,156,3,-1,0,unknown,no
2245,40,services,married,secondary,no,664,yes,yes,cellular,18,29,5,-1,0,unknown,no
1391,44,services,divorced,secondary,no,7,yes,yes,unknown,7,238,3,-1,0,unknown,no
2186,42,technician,married,tertiary,no,757,no,no,cellular,30,354,1,79,1,success,yes
710,59,retired,married,primary,no,3648,no,no,telephone,23,257,2,126,3,success,yes
1616,49,management,married,tertiary,no,78,yes,no,cellular,8,65,3,-1,0,unknown,no
578,38,management,single,tertiary,no,3646,yes,no,cellular,12,1710,2,286,1,other,yes
1020,37,blue-collar,married,primary,no,7,no,no,unknown,6,176,1,-1,0,unknown,no
1854,31,management,single,tertiary,no,9421,no,no,cellular,25,372,1,-1,0,unknown,yes
278,49,retired,married,primary,no,192,no,no,cellular,10,227,1,-1,0,unknown,no
3476,45,blue-collar,married,primary,no,2348,yes,no,cellular,17,492,1,148,1,other,no
3053,82,retired,divorced,tertiary,no,0,no,no,telephone,12,226,1,-1,0,unknown,yes
2421,33,technician,divorced,secondary,no,558,yes,no,cellular,20,109,3,-1,0,unknown,no
2740,49,admin.,married,secondary,no,0,yes,no,cellular,17,201,1,-1,0,unknown,no
1679,29,blue-collar,single,tertiary,no,455,no,no,telephone,21,403,1,-1,0,unknown,yes
3439,45,blue-collar,married,secondary,no,240,no,no,cellular,18,181,7,-1,0,unknown,no
801,36,services,married,secondary,no,370,yes,yes,cellular,18,728,6,-1,0,unknown,no
2458,45,management,married,tertiary,no,4112,no,no,cellular,18,140,13,-1,0,unknown,no
2534,26,technician,single,secondary,no,3519,yes,no,cellular,18,283,1,-1,0,unknown,no
3794,45,blue-collar,married,primary,no,137,yes,yes,unknown,16,187,19,-1,0,unknown,no
3870,31,services,single,secondary,no,2038,yes,no,unknown,20,148,1,-1,0,unknown,no
562,53,admin.,single,secondary,no,2398,yes,no,cellular,2,317,1,180,2,failure,yes
94,77,retired,married,primary,no,121,no,no,telephone,7,191,1,-1,0,unknown,no
956,23,student,single,secondary,no,431,no,no,cellular,15,201,3,186,2,success,yes
3987,57,retired,married,secondary,no,1044,no,no,telephone,11,585,1,192,2,success,yes
2671,55,management,married,secondary,no,5836,no,no,unknown,18,192,1,-1,0,unknown,no
1323,60,admin.,divorced,secondary,no,683,no,no,cellular,8,507,1,-1,0,unknown,no
1742,43,entrepreneur,married,secondary,no,0,yes,no,telephone,6,167,3,-1,0,unknown,no
2806,32,services,married,secondary,no,38,yes,no,cellular,15,744,1,-1,0,unknown,yes
1224,27,management,single,tertiary,no,0,yes,no,cellular,30,323,4,-1,0,unknown,no
1529,28,technician,single,secondary,no,181,yes,no,cellular,28,139,3,-1,0,unknown,no
1073,33,services,married,secondary,no,478,no,no,cellular,30,475,2,-1,0,unknown,yes
3532,37,technician,married,secondary,no,449,yes,no,cellular,29,59,4,-1,0,unknown,no
1442,59,retired,divorced,tertiary,no,559,yes,no,unknown,13,168,2,-1,0,unknown,no
3245,55,services,married,secondary,no,617,yes,no,cellular,20,529,3,-1,0,unknown,no
1520,47,self-employed,divorced,secondary,no,510,yes,no,cellular,11,299,3,-1,0,unknown,no
3996,40,technician,married,secondary,no,1952,yes,no,cellular,17,310,1,-1,0,unknown,no
1642,51,services,divorced,secondary,no,974,yes,yes,cellular,29,255,4,-1,0,unknown,no
150,49,management,divorced,secondary,no,-46,yes,no,unknown,9,1055,10,-1,0,unknown,yes
618,30,blue-collar,married,secondary,no,1664,yes,no,telephone,20,2016,1,-1,0,unknown,yes
1887,36,blue-collar,married,secondary,no,561,yes,no,unknown,9,198,2,-1,0,unknown,no
316,36,management,married,tertiary,no,605,yes,no,unknown,26,204,1,-1,0,unknown,no
561,36,management,single,secondary,no,1331,yes,no,cellular,13,77,3,174,1,other,no
2966,41,blue-collar,divorced,secondary,no,793,yes,no,cellular,15,123,1,365,1,failure,no
384,33,services,single,secondary,no,358,yes,no,cellular,7,302,1,356,3,failure,no
1512,54,blue-collar,divorced,secondary,no,1145,yes,no,cellular,7,178,3,-1,0,unknown,no
1086,31,management,single,tertiary,no,1441,no,no,cellular,17,156,1,-1,0,unknown,no
2795,44,admin.,divorced,secondary,no,21,yes,no,cellular,13,681,3,-1,0,unknown,no
626,33,services,married,secondary,no,610,no,yes,cellular,19,116,7,-1,0,unknown,no
301,47,services,married,secondary,no,837,yes,yes,unknown,16,136,1,-1,0,unknown,no
375,37,management,married,tertiary,no,392,no,no,cellular,6,115,2,-1,0,unknown,no
